accel_X,accel_Y,accel_Z,gyro_X,gyro_Y,gyro_Z
-0.726,-0.063,-0.7,-0.061,1.099,-1.526
-0.706,-0.056,-0.756,0.549,-1.77,1.892
-0.74,-0.063,-0.707,0.305,-0.061,-1.343
-0.733,-0.062,-0.698,1.77,-0.916,-2.197
-0.74,-0.063,-0.701,-0.977,-0.122,-1.892
-0.728,-0.061,-0.684,-0.793,-1.77,-1.77
-0.721,-0.066,-0.686,-1.282,-6.836,-1.526
-0.736,-0.057,-0.69,-0.671,-2.136,-1.526
-0.724,-0.055,-0.66,-7.263,-4.028,-1.648
-0.736,-0.056,-0.684,1.465,-0.549,-2.258
-0.742,-0.059,-0.698,0.427,-0.61,-1.587
-0.734,-0.059,-0.693,0.122,-1.953,-2.258
-0.74,-0.056,-0.689,-1.587,-0.305,-1.282
-0.731,-0.062,-0.676,0.0,1.343,-1.77
-0.741,-0.051,-0.695,0.061,-0.793,-1.77
-0.731,-0.057,-0.695,0.366,-1.16,-1.892
-0.734,-0.057,-0.7,-0.183,-0.61,-1.587
-0.737,-0.058,-0.7,0.244,0.183,-1.587
-0.738,-0.063,-0.694,0.854,-1.038,-1.77
-0.735,-0.058,-0.69,-0.549,-0.61,-1.77
-0.735,-0.057,-0.69,0.061,-0.793,-1.831
-0.74,-0.065,-0.708,-2.014,-2.563,-1.099
-0.74,-0.057,-0.691,1.099,-1.648,-1.831
-0.726,-0.07,-0.692,-5.981,-8.179,-0.732
-0.739,-0.05,-0.687,0.61,0.0,-1.953
-0.742,-0.056,-0.696,-1.221,0.793,-1.16
-0.729,-0.046,-0.693,6.653,-5.371,-5.432
-0.73,-0.063,-0.687,-0.061,-1.038,-1.343
-0.764,-0.055,-0.718,8.545,8.423,-2.869
-0.741,-0.065,-0.714,1.892,1.099,-1.77
-0.736,-0.063,-0.69,0.305,-0.061,-1.526
-0.743,-0.059,-0.69,-0.549,-1.282,-1.648
-0.74,-0.058,-0.687,-0.183,-1.038,-0.854
-0.732,-0.08,-0.656,-0.061,0.488,-1.038
-0.739,-0.061,-0.685,-0.977,-0.183,-0.671
-0.716,-0.054,-0.678,-5.554,-7.202,-2.38
-0.742,-0.058,-0.688,1.282,-1.16,-1.892
-0.728,-0.075,-0.663,1.343,1.282,-1.465
-0.735,-0.066,-0.682,2.258,0.061,-1.099
-0.725,-0.074,-0.694,1.77,0.977,-2.808
-0.733,-0.073,-0.701,-1.953,0.122,-0.61
-0.723,-0.065,-0.698,1.526,1.648,-2.014
-0.743,-0.083,-0.699,1.831,-1.221,-1.404
-0.753,-0.061,-0.735,9.033,9.521,-3.235
-0.728,-0.067,-0.692,-0.305,-1.099,-2.136
-0.719,-0.077,-0.701,0.122,-6.958,-1.465
-0.745,-0.069,-0.714,-2.563,0.549,-0.793
-0.736,-0.058,-0.675,-1.892,-2.014,-2.136
-0.74,-0.057,-0.687,0.0,-0.183,-1.587
-0.746,-0.065,-0.703,1.526,0.427,-1.404
-0.736,-0.071,-0.69,0.244,-0.305,-1.77
-0.741,-0.065,-0.696,-1.16,-0.671,-1.282
-0.734,-0.061,-0.684,0.732,0.549,-1.709
-0.729,-0.062,-0.693,-0.305,-1.099,-1.77
-0.749,-0.051,-0.748,10.498,9.338,-2.747
-0.73,-0.076,-0.705,-1.892,-2.808,-1.221
-0.737,-0.06,-0.692,-1.282,0.061,-1.343
-0.721,-0.059,-0.665,2.441,-2.563,-2.197
-0.74,-0.056,-0.703,-0.793,1.343,-1.831
-0.735,-0.064,-0.689,-0.916,-1.221,-1.221
-0.716,-0.064,-0.663,-7.385,-5.31,-2.014
-0.742,-0.062,-0.699,1.282,-0.366,-2.075
-0.735,-0.059,-0.691,0.366,0.244,-1.587
-0.741,-0.063,-0.7,-0.549,-0.427,-1.038
-0.739,-0.062,-0.683,-0.366,-0.427,-1.77
-0.737,-0.062,-0.688,1.221,-0.305,-1.77
-0.736,-0.064,-0.687,-0.061,-0.549,-1.709
-0.735,-0.069,-0.688,0.305,-0.366,-1.77
-0.734,-0.064,-0.685,-0.671,-0.488,-1.526
-0.732,-0.068,-0.694,-2.93,-5.127,-0.61
-0.739,-0.072,-0.692,-0.183,-1.038,-1.953
-0.716,-0.064,-0.648,1.343,-4.211,-5.676
-0.757,-0.078,-0.705,6.958,10.925,-0.854
-0.75,-0.071,-0.741,0.488,3.357,-3.235
-0.755,-0.06,-0.567,-6.775,-4.15,-3.418
-0.731,-0.059,-0.661,0.61,2.808,-1.587
-0.741,-0.071,-0.691,3.479,1.099,-1.099
-0.742,-0.035,-0.742,2.869,-4.456,-2.747
-0.754,-0.054,-0.702,-1.404,4.578,-3.418
-0.724,-0.063,-0.685,2.502,-0.916,-2.502
-0.737,-0.053,-0.698,3.235,-1.465,-0.854
-0.72,-0.054,-0.738,2.502,2.502,0.244
-0.73,-0.073,-0.697,0.061,0.488,-1.16
-0.732,-0.068,-0.689,0.793,-0.671,-1.404
-0.734,-0.076,-0.712,1.221,1.648,-1.831
-0.741,-0.067,-0.691,-0.061,0.183,-0.671
-0.739,-0.061,-0.683,-0.061,-1.587,-1.282
-0.732,-0.061,-0.686,-1.404,0.061,-1.648
-0.723,-0.057,-0.704,1.953,2.686,-0.549
-0.739,-0.069,-0.697,0.244,0.671,-0.427
-0.739,-0.065,-0.694,-0.122,-0.488,-1.404
-0.738,-0.064,-0.69,0.793,0.61,-1.526
-0.737,-0.064,-0.686,-1.099,1.404,-1.526
-0.737,-0.063,-0.695,-0.427,-0.671,-1.648
-0.741,-0.055,-0.626,-5.188,-3.296,-2.136
-0.735,-0.062,-0.676,2.93,2.075,-1.404
-0.733,-0.069,-0.675,0.0,-2.869,-2.563
-0.735,-0.061,-0.67,-0.549,-1.343,-2.014
-0.737,-0.057,-0.686,-0.549,-2.075,-1.892
-0.731,-0.06,-0.679,-0.549,-0.793,-2.075
-0.743,-0.061,-0.685,-0.549,-0.671,-1.709
-0.732,-0.054,-0.691,-0.122,2.075,-2.258
-0.724,-0.058,-0.675,-0.244,-0.427,-1.831
-0.731,-0.056,-0.658,-5.92,-5.005,-1.587
-0.737,-0.059,-0.698,1.282,-0.061,-1.221
-0.733,-0.057,-0.689,0.793,0.061,-1.709
-0.728,-0.056,-0.688,0.854,-0.122,-1.953
-0.742,-0.065,-0.696,1.16,-0.488,-1.648
-0.74,-0.05,-0.693,0.671,1.404,-1.465
-0.737,-0.061,-0.701,1.221,-0.488,-1.831
-0.736,-0.058,-0.691,-1.465,-1.16,-1.465
-0.729,-0.057,-0.67,-0.122,-0.793,-1.648
-0.737,-0.06,-0.673,-0.854,-0.183,-1.77
-0.727,-0.056,-0.663,-0.122,-2.686,-1.831
-0.739,-0.057,-0.681,-0.305,-0.977,-1.709
-0.748,-0.047,-0.699,3.906,2.38,-2.441
-0.746,-0.066,-0.683,0.549,1.16,-1.709
-0.723,-0.047,-0.678,5.066,-0.427,-4.211
-0.743,-0.064,-0.699,-0.549,1.038,-1.16
-0.752,-0.064,-0.718,3.54,4.944,-1.77
-0.73,-0.055,-0.725,1.526,1.465,-1.282
-0.727,-0.074,-0.694,2.869,0.793,-2.075
-0.704,-0.073,-0.674,-5.92,-6.287,-0.61
-0.742,-0.057,-0.691,2.258,1.892,-1.892
-0.539,-0.084,-0.842,-1.953,2.441,-1.526
-0.535,-0.08,-0.85,-3.052,2.747,1.221
-0.553,-0.051,-0.825,-5.249,-10.132,2.014
-0.556,-0.035,-0.821,0.183,-6.653,-10.864
-0.561,-0.055,-0.874,-4.028,-9.949,0.916
-0.598,-0.045,-0.772,18.86,2.869,-7.385
-0.574,-0.031,-0.844,3.357,1.465,-2.136
-0.568,-0.047,-0.796,3.601,2.075,-2.319
-0.582,-0.029,-0.861,-0.732,-0.854,-1.221
-0.589,-0.04,-0.843,6.226,3.296,-2.441
-0.556,-0.04,-0.789,-6.348,-6.165,1.953
-0.577,-0.052,-0.813,-2.014,0.732,-1.343
-0.586,-0.055,-0.777,4.944,-3.357,-1.953
-0.557,-0.053,-0.786,-4.333,-3.052,-1.343
-0.578,-0.061,-0.796,-5.615,-2.808,-2.747
-0.575,-0.057,-0.823,3.479,-6.897,-4.272
-0.596,-0.026,-0.839,-3.723,-7.324,-2.93
-0.602,-0.044,-0.891,-6.287,9.583,-2.686
-0.573,-0.06,-0.801,-1.587,1.892,-0.671
-0.579,-0.059,-0.81,-0.305,-1.038,-2.441
-0.59,-0.056,-0.82,-0.854,-1.892,-1.343
-0.584,-0.054,-0.791,0.061,-2.441,-3.418
-0.589,-0.052,-0.808,-0.488,1.16,-0.793
-0.583,-0.054,-0.81,1.16,-0.854,-1.831
-0.603,-0.058,-0.836,4.089,4.578,-1.77
-0.584,-0.056,-0.816,0.0,0.061,-1.709
-0.586,-0.06,-0.814,0.366,-2.319,-1.953
-0.591,-0.059,-0.818,-1.343,-0.488,-1.831
-0.59,-0.063,-0.814,0.549,-2.136,-1.831
-0.591,-0.057,-0.812,-0.549,-0.977,-2.319
-0.583,-0.071,-0.78,3.662,-10.315,-6.226
-0.606,-0.036,-0.827,-4.456,1.831,0.977
-0.591,-0.057,-0.811,1.343,1.709,-1.587
-0.588,-0.051,-0.792,0.916,2.991,-1.77
-0.586,-0.052,-0.775,-1.526,-5.798,0.427
-0.592,-0.063,-0.809,2.075,1.77,-2.014
-0.593,-0.062,-0.809,0.732,-0.488,-1.953
-0.584,-0.066,-0.815,-0.671,-7.324,-1.892
-0.583,-0.054,-0.773,-4.517,-6.165,-1.343
-0.588,-0.069,-0.826,0.366,-0.244,-1.587
-0.587,-0.055,-0.801,0.488,-3.601,-0.916
-0.594,-0.053,-0.821,0.732,-0.977,-1.648
-0.6,-0.06,-0.819,0.854,-0.549,-1.77
-0.582,-0.065,-0.799,-0.183,-1.587,-1.038
-0.586,-0.06,-0.807,0.61,-1.282,-1.892
-0.586,-0.071,-0.795,0.549,-3.174,-0.732
-0.622,-0.041,-0.866,4.089,5.92,-1.343
-0.604,-0.068,-0.837,-5.188,-1.16,-0.183
-0.603,-0.075,-0.823,4.028,9.094,-2.441
-0.599,-0.067,-0.814,0.061,0.916,-1.343
-0.597,-0.068,-0.814,0.122,0.671,-1.282
-0.593,-0.075,-0.806,3.418,0.671,-1.892
-0.591,-0.078,-0.811,0.244,0.854,-1.892
-0.585,-0.065,-0.825,2.502,-1.16,-2.686
-0.575,-0.09,-0.806,-9.216,-6.836,-1.77
-0.598,-0.083,-0.808,0.0,2.014,-1.221
-0.6,-0.071,-0.839,-0.305,1.343,-2.014
-0.579,-0.077,-0.829,-4.089,12.634,-0.305
-0.587,-0.1,-0.801,0.61,0.488,-1.648
-0.585,-0.079,-0.79,1.343,-6.897,-2.686
-0.588,-0.079,-0.802,-2.747,7.08,1.343
-0.571,-0.072,-0.797,-11.108,5.493,2.075
-0.567,-0.064,-0.741,3.479,-10.071,-4.761
-0.57,-0.065,-0.779,-1.953,-2.625,-2.014
-0.584,-0.068,-0.822,3.235,0.366,-1.343
-0.606,-0.061,-0.863,-4.761,3.723,0.366
-0.588,-0.066,-0.777,-1.587,-4.028,-0.854
-0.593,-0.082,-0.76,-4.578,-1.831,-1.77
-0.595,-0.082,-0.807,-1.16,0.732,-1.77
-0.587,-0.077,-0.803,0.122,0.366,-1.343
-0.59,-0.07,-0.812,-2.38,1.465,-0.977
-0.588,-0.067,-0.812,-1.221,1.038,-2.258
-0.564,-0.064,-0.799,0.122,-3.418,-3.479
-0.598,-0.047,-0.772,-7.446,-6.592,0.366
-0.585,-0.063,-0.813,-0.183,-3.54,-3.113
-0.583,-0.068,-0.792,-0.427,-1.099,-1.587
-0.591,-0.065,-0.813,0.305,-2.319,-1.77
-0.596,-0.066,-0.808,2.319,-0.183,-1.892
-0.577,-0.076,-0.801,0.977,0.183,-1.709
-0.588,-0.076,-0.815,1.709,-3.967,-2.258
-0.595,-0.071,-0.808,-0.549,-1.526,-1.77
-0.592,-0.061,-0.763,-6.531,-6.287,-1.282
-0.621,-0.064,-0.863,7.507,5.188,-2.136
-0.585,-0.074,-0.792,-5.798,1.831,-0.488
-0.593,-0.088,-0.775,1.77,0.549,-2.686
-0.603,-0.087,-0.774,1.282,-4.578,-2.197
-0.604,-0.072,-0.795,0.122,-1.221,-1.343
-0.607,-0.075,-0.794,0.732,-0.61,-1.892
-0.615,-0.083,-0.814,2.991,-3.235,-3.662
-0.61,-0.063,-0.79,1.465,3.418,-0.122
-0.583,-0.068,-0.803,-6.653,-7.08,-0.549
-0.596,-0.075,-0.777,0.305,-2.38,-1.526
-0.601,-0.07,-0.793,-1.221,2.869,-0.427
-0.6,-0.077,-0.777,0.061,1.526,-0.793
-0.603,-0.075,-0.791,2.258,-1.221,-1.465
-0.617,-0.072,-0.81,4.578,-5.615,-2.136
-0.609,-0.074,-0.789,-1.282,-2.808,-1.831
-0.61,-0.082,-0.8,-0.183,-0.122,-1.709
-0.604,-0.083,-0.803,2.197,2.136,-1.831
-0.595,-0.088,-0.806,1.465,-0.183,-1.709
-0.585,-0.088,-0.824,1.526,-0.427,-4.272
-0.584,-0.099,-0.797,-0.122,-0.122,-2.075
-0.591,-0.098,-0.798,0.122,-2.869,-1.526
-0.594,-0.088,-0.802,0.183,0.916,-1.404
-0.594,-0.094,-0.806,0.488,-1.77,-1.892
-0.582,-0.097,-0.8,-8.911,-11.963,-1.099
-0.598,-0.097,-0.803,-1.038,-0.305,-1.648
-0.615,-0.093,-0.777,1.404,-3.174,-1.831
-0.615,-0.091,-0.83,3.113,3.845,-0.732
-0.611,-0.083,-0.795,-1.16,-2.808,-2.136
-0.62,-0.099,-0.786,1.282,3.845,-0.488
-0.619,-0.083,-0.806,0.671,0.0,-1.831
-0.593,-0.085,-0.851,5.127,7.202,-2.075
-0.632,-0.083,-0.841,-4.272,1.892,-0.183
-0.632,-0.083,-0.841,4.211,10.315,-2.197
-0.616,-0.085,-0.809,-0.366,-1.16,-1.648
-0.63,-0.077,-0.831,5.554,0.916,-1.526
-0.606,-0.085,-0.799,-1.16,0.61,-1.099
-0.607,-0.084,-0.786,-1.77,1.282,-1.221
-0.603,-0.088,-0.785,-0.916,0.366,-1.953
-0.602,-0.074,-0.775,0.61,-0.427,-0.732
-0.627,-0.081,-0.829,3.052,-1.282,-0.854
-0.596,-0.085,-0.798,2.93,-1.526,-2.747
-0.594,-0.084,-0.844,0.305,-2.747,-0.427
-0.616,-0.084,-0.788,0.549,-1.648,-1.648
-0.597,-0.096,-0.774,-0.61,-0.977,-1.16
-0.601,-0.099,-0.728,1.16,-0.061,-1.709
-0.613,-0.08,-0.836,-1.465,0.977,1.16
-0.62,-0.102,-0.779,-0.244,-0.488,-1.282
-0.635,-0.084,-0.724,-3.052,-3.723,-2.014
-0.617,-0.094,-0.77,-2.441,-0.671,-1.343
-0.62,-0.087,-0.847,3.845,12.268,0.305
-0.616,-0.093,-0.79,-1.648,-3.906,-0.977
-0.621,-0.083,-0.78,-1.892,0.183,-0.977
-0.596,-0.092,-0.746,3.052,-0.916,-3.174
-0.62,-0.094,-0.791,5.249,-5.493,-3.235
-0.611,-0.094,-0.767,2.38,-1.221,-2.075
-0.612,-0.095,-0.773,-0.244,-3.601,-2.441
-0.62,-0.091,-0.78,-0.427,-2.136,-1.709
-0.61,-0.093,-0.769,0.916,2.502,-1.282
-0.621,-0.088,-0.792,0.732,-0.732,-2.136
-0.615,-0.087,-0.776,-0.916,-5.371,-0.854
-0.619,-0.09,-0.774,0.427,-5.737,-2.197
-0.635,-0.123,-0.775,2.197,1.343,-3.662
-0.635,-0.108,-0.703,-2.625,-2.808,-1.77
-0.615,-0.096,-0.764,-0.793,-0.061,-1.526
-0.626,-0.103,-0.772,2.38,3.235,-1.526
-0.619,-0.102,-0.773,-0.916,-2.136,-1.343
-0.624,-0.096,-0.789,0.305,-0.244,-1.77
-0.623,-0.094,-0.782,0.793,-0.854,-1.526
-0.651,-0.081,-0.83,7.263,5.92,-0.916
-0.622,-0.094,-0.798,0.793,0.183,-1.77
-0.622,-0.094,-0.794,1.404,-1.343,-1.648
-0.628,-0.093,-0.792,-0.183,-1.404,-1.831
-0.625,-0.102,-0.779,-1.282,-0.122,-1.709
-0.609,-0.092,-0.77,2.808,3.235,-1.831
-0.624,-0.097,-0.779,-0.366,-0.549,-1.587
-0.627,-0.096,-0.776,-0.366,-0.366,-1.709
-0.624,-0.094,-0.778,-0.061,-1.404,-1.648
-0.639,-0.099,-0.773,-3.723,0.427,-0.488
-0.627,-0.101,-0.778,1.404,0.0,-2.197
-0.614,-0.105,-0.757,-1.282,-0.244,-1.343
-0.623,-0.098,-0.779,0.366,-0.488,-1.831
-0.623,-0.1,-0.783,0.366,-0.061,-1.404
-0.615,-0.096,-0.771,-1.587,0.061,-1.648
-0.617,-0.099,-0.782,-0.732,-0.366,-1.953
-0.627,-0.111,-0.767,9.277,-2.136,-2.808
-0.643,-0.089,-0.823,3.235,-0.244,-0.671
-0.628,-0.089,-0.801,0.183,-2.075,-1.77
-0.645,-0.089,-0.839,6.592,7.507,-2.747
-0.63,-0.09,-0.794,-1.16,1.099,-1.648
-0.616,-0.091,-0.769,2.502,0.977,-1.587
-0.649,-0.073,-0.853,6.042,7.69,-2.014
-0.626,-0.076,-0.785,-1.404,0.488,-1.831
-0.612,-0.096,-0.76,1.892,-1.038,-2.197
-0.622,-0.093,-0.785,-1.221,-0.732,-1.465
-0.602,-0.096,-0.753,2.808,0.793,-4.089
-0.614,-0.093,-0.776,-1.221,-0.366,-1.16
-0.609,-0.089,-0.769,-0.549,-1.77,-1.709
-0.623,-0.079,-0.793,-0.854,-0.366,-1.221
-0.614,-0.076,-0.789,-2.014,-0.671,-3.174
-0.592,-0.105,-0.764,2.441,-3.662,-3.418
-0.604,-0.096,-0.795,6.592,-1.404,-2.686
-0.601,-0.102,-0.789,-2.075,-4.456,-1.648
-0.615,-0.092,-0.795,2.808,-1.221,-1.709
-0.666,-0.098,-0.821,13.184,19.043,-0.916
-0.607,-0.107,-0.788,0.793,4.7,-2.136
-0.599,-0.101,-0.729,-5.554,-0.61,-1.77
-0.608,-0.109,-0.783,-1.831,-1.648,-1.465
-0.605,-0.106,-0.786,1.953,-1.77,-1.587
-0.635,-0.099,-0.802,4.761,3.113,-1.038
-0.617,-0.1,-0.804,0.122,-1.587,-1.587
-0.611,-0.108,-0.793,-0.793,-3.235,-2.136
-0.621,-0.094,-0.823,-8.057,2.136,0.0
-0.62,-0.1,-0.804,3.601,3.479,-1.465
-0.614,-0.09,-0.8,-1.587,1.16,-0.793
-0.625,-0.078,-0.856,-2.869,6.714,-0.061
-0.597,-0.095,-0.789,0.793,-2.502,-2.014
-0.606,-0.094,-0.801,0.732,-0.793,-1.465
-0.607,-0.087,-0.801,1.77,-1.16,-1.831
-0.599,-0.084,-0.679,-26.245,-15.808,-1.221
-0.629,-0.066,-0.885,-7.385,8.972,0.549
-0.586,-0.077,-0.786,1.953,-5.615,-2.808
-0.624,-0.078,-0.807,9.155,2.686,-2.625
-0.63,-0.067,-0.849,10.62,6.348,-2.808
-0.628,-0.069,-0.835,-0.793,5.432,0.366
-0.602,-0.089,-0.798,-0.366,0.0,-1.465
-0.606,-0.06,-0.782,-3.052,-5.676,-1.038
-0.581,-0.069,-0.819,1.343,-3.723,-2.38
-0.59,-0.071,-0.803,2.869,-2.441,-3.296
-0.58,-0.095,-0.767,5.493,-0.977,-2.319
-0.591,-0.093,-0.802,3.54,-0.305,-0.488
-0.605,-0.102,-0.792,-1.16,-1.404,-2.136
-0.573,-0.114,-0.783,-1.892,0.488,-1.831
-0.586,-0.102,-0.747,-4.028,-7.019,-2.136
-0.566,-0.084,-0.844,-6.47,-6.287,0.183
-0.605,-0.098,-0.791,-0.549,-0.549,-2.136
-0.584,-0.095,-0.709,10.01,-6.042,-3.723
-0.611,-0.088,-0.803,2.563,2.93,-1.282
-0.591,-0.083,-0.758,5.005,0.061,-2.808
-0.634,-0.081,-0.863,4.883,7.812,0.0
-0.621,-0.091,-0.799,1.526,0.427,-1.526
-0.597,-0.084,-0.771,1.587,-0.244,-2.38
-0.602,-0.094,-0.807,4.578,-2.075,-2.197
-0.616,-0.096,-0.82,0.488,-5.615,-3.174
-0.615,-0.105,-0.784,-2.747,1.038,-2.258
-0.612,-0.11,-0.784,-1.709,-1.343,-1.404
-0.623,-0.094,-0.791,1.709,-10.071,-0.61
-0.61,-0.105,-0.763,4.883,0.732,-2.563
-0.615,-0.108,-0.786,-1.343,-2.625,-2.258
-0.603,-0.084,-0.736,-3.296,-3.723,-1.648
-0.553,-0.088,-0.793,-12.085,-17.395,-1.099
-0.639,-0.066,-0.833,-6.531,3.479,0.977
-0.63,-0.073,-0.832,6.897,16.052,0.0
-0.594,-0.08,-0.865,2.136,2.808,-0.854
-0.603,-0.098,-0.821,-1.648,3.662,-1.16
-0.609,-0.094,-0.811,10.132,-6.226,-1.343
-0.591,-0.115,-0.792,-1.282,1.343,-1.709
-0.579,-0.133,-0.78,2.502,-3.357,-1.221
-0.597,-0.128,-0.73,14.832,-0.427,-9.705
-0.603,-0.125,-0.795,2.93,-6.897,-0.183
-0.619,-0.137,-0.785,1.038,-5.127,-0.488
-0.626,-0.131,-0.757,2.319,-3.662,0.671
-0.632,-0.145,-0.776,-0.549,-0.854,-2.136
-0.621,-0.131,-0.704,-16.907,2.563,-1.404
-0.64,-0.102,-0.778,-6.714,-0.671,-4.333
-0.611,-0.084,-0.749,6.042,-0.122,-0.977
-0.614,-0.107,-0.785,-0.854,-5.981,-2.441
-0.606,-0.11,-0.789,0.793,0.061,-1.831
-0.587,-0.124,-0.779,3.418,-0.61,-1.831
-0.626,-0.115,-0.825,0.977,3.235,-1.465
-0.616,-0.102,-0.812,2.991,1.892,-1.099
-0.597,-0.106,-0.761,1.648,0.854,-0.732
-0.605,-0.115,-0.788,-3.967,-0.671,-0.916
-0.594,-0.1,-0.759,2.136,2.441,-1.709
-0.613,-0.105,-0.788,0.488,-1.221,-1.587
-0.597,-0.104,-0.748,5.127,-4.15,-2.197
-0.62,-0.092,-0.745,0.488,-2.136,-2.319
-0.61,-0.104,-0.776,-0.854,1.77,-1.16
-0.596,-0.093,-0.797,-0.732,1.953,-1.831
-0.579,-0.087,-0.747,3.296,-3.845,-2.258
-0.604,-0.1,-0.808,0.671,-1.404,-1.587
-0.579,-0.104,-0.749,1.038,-2.502,-1.16
-0.607,-0.095,-0.8,2.197,0.854,-1.648
-0.61,-0.089,-0.783,0.305,-9.277,-2.625
-0.609,-0.106,-0.807,-0.488,-2.319,-0.671
-0.543,-0.113,-0.739,-1.099,-3.479,-1.404
-0.598,-0.099,-0.748,-2.563,-2.747,0.183
-0.607,-0.105,-0.781,-4.456,-0.671,-1.648
-0.616,-0.095,-0.783,0.61,-2.197,-1.343
-0.606,-0.102,-0.799,0.671,-3.967,-1.648
-0.601,-0.083,-0.787,2.441,-2.869,-1.343
-0.608,-0.098,-0.811,1.16,-2.136,-1.648
-0.61,-0.098,-0.783,0.061,-2.625,-1.892
-0.604,-0.111,-0.768,-0.183,-1.587,-1.465
-0.584,-0.114,-0.771,-9.644,-13.55,-2.197
-0.62,-0.099,-0.777,1.953,-5.31,-0.488
-0.637,-0.094,-0.772,2.808,-2.136,-1.343
-0.663,-0.088,-0.825,6.775,9.094,-0.488
-0.639,-0.099,-0.867,4.456,9.338,-2.258
-0.628,-0.088,-0.815,-0.061,0.549,-2.136
-0.601,-0.081,-0.746,2.136,-1.404,-2.991
-0.64,-0.102,-0.857,-7.202,10.01,1.648
-0.589,-0.117,-0.715,7.385,-7.507,-5.188
-0.624,-0.092,-0.832,-5.432,1.953,-0.793
-0.642,-0.071,-0.853,-8.606,6.104,-0.366
-0.584,-0.102,-0.737,1.831,-13.184,-2.197
-0.654,-0.077,-0.854,3.662,16.296,0.427
-0.644,-0.079,-0.844,7.385,13.428,-2.38
-0.625,-0.079,-0.789,-0.061,1.343,-0.916
-0.625,-0.08,-0.803,-0.366,1.953,-1.953
-0.605,-0.067,-0.759,1.099,1.221,-0.977
-0.626,-0.101,-0.778,0.488,-5.798,-2.319
-0.638,-0.103,-0.776,7.935,-6.042,-3.601
-0.64,-0.092,-0.769,2.258,5.798,-1.038
-0.62,-0.101,-0.759,18.494,4.517,4.395
-0.628,-0.094,-0.81,-3.235,-16.541,-15.198
-0.632,-0.125,-0.768,5.676,1.587,-1.282
-0.635,-0.116,-0.757,3.479,0.183,-5.737
-0.639,-0.112,-0.719,-10.864,-21.24,5.981
-0.615,-0.125,-0.784,-1.831,1.77,1.16
-0.591,-0.127,-0.672,4.15,6.042,-5.005
-0.631,-0.104,-0.769,-3.967,-2.319,3.418
-0.625,-0.08,-0.78,0.977,2.747,0.366
-0.633,-0.09,-0.772,-0.916,-0.061,-1.648
-0.605,-0.059,-0.837,-6.104,-5.737,3.296
-0.624,-0.092,-0.771,2.014,-2.075,-2.136
-0.611,-0.091,-0.761,1.099,0.122,-2.563
-0.62,-0.072,-0.763,3.906,-6.836,-2.014
-0.631,-0.073,-0.794,1.343,0.61,-0.793
-0.635,-0.071,-0.79,0.0,-2.563,-1.587
-0.623,-0.093,-0.775,1.099,-0.916,-2.319
-0.623,-0.09,-0.802,1.282,3.479,-2.686
-0.629,-0.092,-0.765,4.15,-5.92,-0.732
-0.621,-0.101,-0.773,2.441,-0.488,-2.075
-0.631,-0.106,-0.783,-0.122,-0.122,-1.465
-0.651,-0.098,-0.86,11.475,8.85,-2.197
-0.658,-0.099,-0.824,4.578,2.563,-1.709
-0.689,-0.081,-0.82,8.057,6.714,-1.526
-0.653,-0.082,-0.785,-1.404,-2.93,-0.244
-0.649,-0.099,-0.772,0.671,0.305,-1.709
-0.643,-0.088,-0.762,1.16,0.854,-1.587
-0.648,-0.079,-0.755,2.686,0.427,-1.526
-0.666,-0.082,-0.832,7.629,8.85,-3.601
-0.644,-0.088,-0.773,1.16,-0.549,-1.587
-0.646,-0.093,-0.776,-0.061,-1.404,-2.38
-0.645,-0.089,-0.761,0.244,-0.183,-0.244
-0.619,-0.099,-0.757,-0.916,-5.432,0.671
-0.64,-0.092,-0.755,0.122,-2.136,-1.526
-0.647,-0.092,-0.76,0.549,-1.465,-1.77
-0.644,-0.097,-0.762,7.507,9.46,-3.052
-0.649,-0.103,-0.816,-3.54,3.113,-0.61
-0.646,-0.094,-0.769,0.916,-0.122,-2.014
-0.626,-0.105,-0.753,3.906,-4.395,-4.028
-0.655,-0.095,-0.771,0.061,1.099,-1.587
-0.662,-0.097,-0.805,-3.113,-0.61,-1.465
-0.625,-0.097,-0.746,-1.587,0.977,0.854
-0.641,-0.106,-0.766,0.0,0.183,-1.831
-0.643,-0.097,-0.772,-0.977,-0.427,-1.648
-0.667,-0.058,-0.636,-14.587,-23.376,-0.549
-0.706,-0.083,-0.796,-4.517,0.488,1.587
-0.64,-0.085,-0.777,0.61,-0.671,-2.136
-0.635,-0.068,-0.807,0.061,-1.099,-6.165
-0.631,-0.089,-0.74,-1.709,-3.235,-1.77
-0.637,-0.086,-0.789,-1.587,0.305,-1.404
-0.639,-0.075,-0.79,1.465,-0.061,-0.793
-0.618,-0.084,-0.759,2.075,1.892,-1.16
-0.635,-0.079,-0.78,-0.122,-1.526,-2.197
-0.632,-0.084,-0.758,6.348,-11.963,-0.732
-0.654,-0.083,-0.776,-2.258,3.479,-2.014
-0.648,-0.11,-0.776,3.54,1.892,-4.822
-0.677,-0.093,-0.721,-2.93,-7.507,0.122
-0.647,-0.126,-0.773,0.488,-1.404,-2.014
-0.661,-0.12,-0.828,-0.549,-4.211,1.892
-0.632,-0.141,-0.756,-15.015,5.981,-2.563
-0.647,-0.146,-0.725,-0.244,3.54,-2.869
-0.609,-0.126,-0.669,11.78,-1.526,-6.592
-0.679,-0.133,-0.807,9.888,-1.587,-2.319
