Class,Accel_x,Accel_y,Accel_y,Delta_accel_x,Delta_accel_y,Delta_accel_z,Previous_delta_accelerate_x,Previous_delta_accel_y,Previous_delta_z,Gyro_x,Gyro_y,Gyro_z,Delta_gyro_x,Delta_gyro_y,Delta_gyro_z,Prev_delta_gyro_x,Prev_delta_gyro_y,Prev_delta_gyro_z
0,-0.01049805,-0.8009033,-0.5688477,0,-0.007324219,-0.00012207,0.004760742,-0.009643555,-0.001098633,0,-0.4882812,-0.5493164,-0.1220703,0.6103516,0.5493164,-0.3051758,0.2441406,-0.1831055
0,0.07141113,-0.7285156,-0.6245117,0.08190918,0.0723877,-0.05566406,0.08190918,0.06506348,-0.05578613,23.92578,25.20752,0.5493164,23.92578,25.6958,1.098633,23.80371,26.30615,1.647949
0,0.1114502,-0.7567139,-0.9080811,0.04003906,-0.02819824,-0.2835693,0.1219482,0.04418945,-0.3392334,-110.3516,-12.57324,41.56494,-134.2773,-37.78076,41.01562,-110.3516,-12.08496,42.11425
0,0.01477051,0.2185059,-0.9366455,-0.09667969,0.9752197,-0.02856445,-0.05664063,0.9470215,-0.3121338,4.455566,0.793457,-1.831055,114.8071,13.3667,-43.39599,-19.47021,-24.41406,-2.380371
0,0.0189209,-0.2878418,-0.982666,0.004150391,-0.5063477,-0.04602051,-0.0925293,0.4688721,-0.07458496,146.4233,13.06152,-18.31055,141.9678,12.26807,-16.47949,256.7749,25.63476,-59.87548
0,0.006103516,-0.6109619,-0.7712402,-0.01281738,-0.3231201,0.2114258,-0.008666992,-0.8294678,0.1654053,3.234863,0.4882812,0.427246,-143.1885,-12.57324,18.73779,-1.220703,-0.3051758,2.258301
0,0.02294922,-0.9837646,-0.1363525,0.0168457,-0.3728027,0.6348877,0.00402832,-0.6959229,0.8463135,72.50977,3.662109,7.507324,69.2749,3.173828,7.080078,-73.91357,-9.399413,25.81787
0,-0.01428223,-0.9136963,-0.1761475,-0.03723145,0.07006836,-0.03979492,-0.02038574,-0.3027344,0.5950928,-223.6328,-13.12256,-6.896972,-296.1426,-16.78467,-14.4043,-226.8677,-13.61084,-7.324218
0,0.004882813,-0.5299072,-0.819458,0.01916504,0.3837891,-0.6433105,-0.01806641,0.4538574,-0.6831055,-21.91162,14.5874,-0.6103516,201.7212,27.70996,6.286621,-94.42139,10.92529,-8.117676
0,0.4864502,-0.493042,-0.6223145,0.4815674,0.03686523,0.1971436,0.5007324,0.4206543,-0.446167,22.3999,105.0415,13.61084,44.31152,90.45409,14.22119,246.0327,118.1641,20.50781
0,0.6407471,-0.6048584,-0.4262695,0.1542969,-0.1118164,0.1960449,0.6358643,-0.07495117,0.3931885,-0.1831055,-5.065917,-1.403808,-22.58301,-110.1074,-15.01465,21.72851,-19.65332,-0.7934569
0,0.2143555,-0.5505371,-0.8328857,-0.4263916,0.05432129,-0.4066162,-0.2720947,-0.05749512,-0.2105713,10.49805,-104.0039,-1.770019,10.68115,-98.93798,-0.3662109,-11.90185,-209.0454,-15.38086
0,-0.06750488,-0.5795898,-0.7884521,-0.2818604,-0.02905273,0.04443359,-0.708252,0.02526855,-0.3621826,2.990722,-21.3623,0.9765624,-7.507323,82.64159,2.746582,3.173828,-16.29638,2.380371
0,-0.4689941,-0.685791,-0.5457764,-0.4014893,-0.1062012,0.2426758,-0.6833496,-0.1352539,0.2871094,0.1220703,-34.91211,-13.00049,-2.868652,-13.54981,-13.97705,-10.37598,69.09179,-11.23047
0,-0.4428711,-0.6954346,-0.4986572,0.02612305,-0.009643555,0.04711914,-0.3753662,-0.1158447,0.2897949,-4.272461,25.26855,4.516602,-4.394531,60.18066,17.51709,-7.263184,46.63086,3.540039
0,-0.01623535,-0.5432129,-0.7869873,0.4266357,0.1522217,-0.2883301,0.4527588,0.1425781,-0.2412109,-16.17432,46.26464,6.774902,-11.90186,20.99609,2.2583,-16.29639,81.17676,19.77539
0,0.06213379,-0.7188721,-0.666748,0.07836914,-0.1756592,0.1202393,0.5050049,-0.0234375,-0.1680908,93.20068,2.258301,-1.89209,109.375,-44.00634,-8.666991,97.47314,-23.01025,-6.408691
0,0.02270508,-0.9608154,0.1502686,-0.03942871,-0.2419434,0.8170166,0.03894043,-0.4176025,0.9372559,23.92578,3.295898,0.9155272,-69.27489,1.037597,2.807617,40.1001,-42.96875,-5.859375
0,0.02758789,-0.9416504,-0.1386719,0.004882813,0.01916504,-0.2889404,-0.0345459,-0.2227783,0.5280762,-130.3101,-44.98291,7.324218,-154.2358,-48.2788,6.408691,-223.5107,-47.24121,9.216308
0,0.03295898,-0.3093262,-0.9298096,0.005371094,0.6323242,-0.7911377,0.01025391,0.6514893,-1.080078,-62.13379,-1.953125,5.004883,68.17627,43.02978,-2.319335,-86.05956,-5.249023,4.089355
0,0.07189941,-0.007446289,-0.9869385,0.03894043,0.3018799,-0.05712891,0.04431152,0.9342041,-0.8482666,-198.6694,22.15576,-4.516602,-136.5356,24.10888,-9.521484,-68.35936,67.13866,-11.84082
0,0.05700684,0.2962646,-0.9289551,-0.01489258,0.3037109,0.0579834,0.02404785,0.6055908,0.000854492,55.11474,-11.16943,1.342773,253.7842,-33.32519,5.859375,117.2485,-9.216308,-3.662109
0,0.02783203,-0.5858154,-0.7703857,-0.0291748,-0.8820801,0.1585693,-0.04406738,-0.5783691,0.2165527,13.85498,-5.310058,-4.02832,-41.25976,5.859375,-5.371094,212.5244,-27.46582,0.4882813
0,0.1739502,-0.5534668,-0.8283691,0.1461182,0.03234863,-0.0579834,0.1169434,-0.8497314,0.1005859,14.34326,68.90869,5.615234,0.4882813,74.21875,9.643555,-40.77148,80.07813,4.27246
0,0.4484863,-0.6535645,-0.5651855,0.2745361,-0.1000977,0.2631836,0.4206543,-0.06774902,0.2052002,-2.868652,-6.103515,-1.708984,-17.21191,-75.01221,-7.324218,-16.72363,-0.793457,2.319336
0,0.2539063,-0.6064453,-0.8338623,-0.1945801,0.04711914,-0.2686768,0.07995605,-0.05297852,-0.005493164,-44.55566,-122.3755,4.394531,-41.68701,-116.272,6.103516,-58.89892,-191.2842,-1.220703
0,-0.06115723,-0.574585,-0.7746582,-0.3150635,0.03186035,0.0592041,-0.5096436,0.07897949,-0.2094727,-2.13623,-6.652832,-0.9155272,42.41943,115.7226,-5.310059,0.7324216,-0.5493164,0.793457
0,-0.3604736,-0.6420898,-0.6463623,-0.2993164,-0.06750488,0.1282959,-0.6143799,-0.03564453,0.1875,12.75635,-59.3872,-15.68603,14.89258,-52.73437,-14.77051,57.31201,62.98828,-20.08057
0,-0.435791,-0.6866455,-0.5308838,-0.07531738,-0.04455566,0.1154785,-0.3746338,-0.1120605,0.2437744,-1.770019,8.117676,3.173828,-14.52637,67.50488,18.85986,0.3662111,14.77051,4.089355
0,-0.02941895,-0.6151123,-0.7468262,0.4063721,0.0715332,-0.2159424,0.3310547,0.02697754,-0.1004639,-3.662109,9.643555,-4.577637,-1.89209,1.525879,-7.751465,-16.41846,69.03076,11.1084
0,0.02246094,-0.699585,-0.7097168,0.05187988,-0.08447266,0.03710938,0.458252,-0.01293945,-0.178833,60.60791,-10.13183,7.751464,64.27001,-19.77539,12.3291,62.37793,-18.24951,4.577637
0,0.03674316,-0.9584961,-0.1401367,0.01428223,-0.2589111,0.5695801,0.06616211,-0.3433838,0.6066895,24.90234,2.990722,5.310058,-35.70557,13.12256,-2.441406,28.56445,-6.652832,9.887695
0,0.03710938,-0.8718262,-0.3509521,0.000366211,0.08666992,-0.2108154,0.01464844,-0.1722412,0.3587646,-119.2627,-5.371093,-6.103515,-144.165,-8.361815,-11.41357,-179.8706,4.760742,-13.85498
0,0.03894043,-0.513916,-0.8168945,0.001831055,0.3579102,-0.4659424,0.002197266,0.4445801,-0.6767578,-4.821777,11.71875,-0.8544921,114.4409,17.08984,5.249023,-29.72412,8.728026,-6.16455
0,0.001586914,-0.1551514,-0.9554443,-0.03735352,0.3587646,-0.1385498,-0.03552246,0.7166748,-0.6044922,2.441406,-1.770019,3.540039,7.263184,-13.48877,4.394531,121.7041,3.601074,9.643554
0,0.04321289,0.04553223,-0.979126,0.04162598,0.2006836,-0.02368164,0.004272461,0.5594482,-0.1622314,4.089355,-0.06103515,-0.3051758,1.647949,1.708984,-3.845215,8.911133,-11.77978,0.5493164
0,-0.01171875,-0.4301758,-0.850708,-0.05493164,-0.475708,0.128418,-0.01330566,-0.2750244,0.1047363,40.89355,-1.770019,-5.615234,36.8042,-1.708984,-5.310058,38.45214,0,-9.155272
0,-0.2952881,-0.6191406,-1.063843,-0.2835693,-0.1889648,-0.2131348,-0.338501,-0.6646729,-0.0847168,41.99218,-19.16504,122.1924,1.098633,-17.39502,127.8076,37.90283,-19.104,122.4976
0,-0.8234863,0.1630859,-0.7705078,-0.5281982,0.7822266,0.293335,-0.8117676,0.5932617,0.0802002,21.72851,1.831055,-26.61133,-20.26367,20.99609,-148.8037,-19.16504,3.601074,-20.99609
0,-0.605835,0.1750488,-0.7810059,0.2176514,0.01196289,-0.01049805,-0.3105469,0.7941895,0.2828369,-0.06103515,9.155273,-0.427246,-21.78955,7.324219,26.18408,-42.05322,28.32031,-122.6196
0,-0.6265869,0.1135254,-0.7349854,-0.02075195,-0.06152344,0.04602051,0.1968994,-0.04956055,0.03552246,5.249023,-1.586914,-4.516602,5.310058,-10.74219,-4.089355,-16.47949,-3.417969,22.09472
0,-0.6367188,-0.1135254,-0.6552734,-0.01013184,-0.2270508,0.07971191,-0.03088379,-0.2885742,0.1257324,107.3608,-2.441406,9.70459,102.1118,-0.8544923,14.22119,107.4219,-11.59668,10.13184
0,-0.5841064,-0.253418,-0.9454346,0.0526123,-0.1398926,-0.2901611,0.04248047,-0.3669434,-0.2104492,-193.9087,11.23047,-44.6167,-301.2695,13.67187,-54.32129,-199.1577,12.81738,-40.10009
0,-0.6699219,0.1922607,-0.7418213,-0.08581543,0.4456787,0.2036133,-0.03320313,0.3057861,-0.08654785,16.72363,11.2915,8.666992,210.6323,0.06103516,53.28369,-90.6372,13.73291,-1.037598
0,-0.2808838,-0.550293,-0.8151855,0.3890381,-0.7425537,-0.07336426,0.3032227,-0.296875,0.130249,31.55517,14.46533,-73.54736,14.83154,3.173828,-82.21436,225.4639,3.234863,-28.93067
0,0.01831055,-0.5828857,-0.7624512,0.2991943,-0.03259277,0.05273438,0.6882324,-0.7751465,-0.02062988,8.850098,25.14648,8.972168,-22.70508,10.68115,82.51953,-7.873535,13.85498,0.3051758
0,-0.004882813,-0.5380859,-0.7966309,-0.02319336,0.0447998,-0.03417969,0.276001,0.01220703,0.01855469,-21.48437,-2.258301,3.967285,-30.33447,-27.40478,-5.004883,-53.03955,-16.72363,77.51465
0,-0.03588867,-0.9378662,-0.3597412,-0.03100586,-0.3997803,0.4368896,-0.05419922,-0.3549805,0.40271,49.56054,-1.281738,-0.1220703,71.04491,0.9765626,-4.089355,40.71045,-26.42822,-9.094238
0,-0.01147461,-0.927124,-0.1955566,0.02441406,0.01074219,0.1641846,-0.006591797,-0.3890381,0.6010742,-56.27441,-7.385253,2.075195,-105.835,-6.103515,2.197266,-34.79004,-5.126953,-1.89209
0,-0.000976563,-0.4448242,-0.8699951,0.01049805,0.4822998,-0.6744385,0.03491211,0.493042,-0.5102539,6.225585,-1.89209,-1.586914,62.5,5.493164,-3.662109,-43.33496,-0.6103516,-1.464844
0,-0.05493164,0.07055664,-1.032471,-0.05395508,0.5153809,-0.1624756,-0.04345703,0.9976807,-0.8369141,-138.0005,-13.30566,0.6713867,-144.2261,-11.41357,2.258301,-81.72607,-5.92041,-1.403809
0,-0.02905273,0.1973877,-0.9205322,0.02587891,0.1268311,0.1119385,-0.02807617,0.6422119,-0.05053711,49.62158,-10.13183,7.93457,187.6221,3.173828,7.263183,43.39599,-8.239745,9.521483
0,0.01367188,-0.6567383,-0.7491455,0.04272461,-0.854126,0.1713867,0.06860352,-0.7272949,0.2833252,13.85498,9.277344,2.075195,-35.7666,19.40918,-5.859375,151.8555,22.58301,1.403809
0,0.2973633,-0.5926514,-0.7120361,0.2836914,0.06408691,0.03710938,0.326416,-0.7900391,0.2084961,46.56982,97.83935,10.25391,32.71484,88.562,8.17871,-3.051758,107.9712,2.319335
0,0.4393311,-0.6893311,-0.5402832,0.1419678,-0.09667969,0.1717529,0.4256592,-0.03259277,0.2088623,-3.479004,-8.483887,-2.01416,-50.04882,-106.3232,-12.26807,-17.33398,-17.76123,-4.089355
0,0.06103516,-0.5952148,-0.7546387,-0.3782959,0.09411621,-0.2143555,-0.2363281,-0.002563477,-0.04260254,14.95361,-1.770019,0.6713867,18.43262,6.713867,2.685547,-31.61621,-99.60937,-9.582519
0,-0.2384033,-0.475708,-0.8283691,-0.2994385,0.1195068,-0.07373047,-0.6777344,0.213623,-0.2880859,-10.37598,-82.70263,-7.751464,-25.32959,-80.93261,-8.422851,-6.896972,-74.21874,-5.737304
0,-0.47229,-0.5769043,-0.6407471,-0.2338867,-0.1011963,0.1876221,-0.5333252,0.01831055,0.1138916,-4.943848,7.446289,0.6103516,5.432128,90.14892,8.361816,-19.89746,9.216308,-0.0610351
0,-0.05480957,-0.4541016,-0.8061523,0.4174805,0.1228027,-0.1654053,0.1835938,0.02160645,0.0222168,-23.01025,95.82519,6.530761,-18.0664,88.3789,5.92041,-12.63428,178.5278,14.28223
0,-0.0333252,-0.3336182,-0.9383545,0.02148438,0.1204834,-0.1322021,0.4389648,0.2432861,-0.2976074,-110.9009,-6.530761,-7.629394,-87.89062,-102.3559,-14.16016,-105.957,-13.97705,-8.239746
0,0.00378418,0.1550293,-0.9665527,0.03710938,0.4886475,-0.02819824,0.05859375,0.6091309,-0.1604004,15.74707,-3.295898,-0.5493164,126.6479,3.234863,7.080078,38.75732,-99.12109,-7.080078
0,-0.000854492,-0.5183105,-0.7994385,-0.004638672,-0.6733398,0.1671143,0.0324707,-0.1846924,0.138916,29.35791,-1.708984,3.295898,13.61084,1.586914,3.845215,140.2588,4.821777,10.92529
0,0.02746582,-0.7288818,-0.6661377,0.02832031,-0.2105713,0.1333008,0.02368164,-0.8839111,0.300415,74.03564,3.173828,-7.385253,44.67773,4.882812,-10.68115,58.28857,6.469726,-6.835937
0,-0.01098633,-0.9396973,-0.2442627,-0.03845215,-0.2108154,0.421875,-0.01013184,-0.4213867,0.5551758,2.868652,0.2441406,0.06103515,-71.16699,-2.929687,7.446289,-26.48926,1.953125,-3.234863
0,0.000366211,-0.5264893,-0.8927002,0.01135254,0.413208,-0.6484375,-0.02709961,0.2023926,-0.2265625,-38.69629,14.5874,19.16504,-41.56494,14.34326,19.104,-112.7319,11.41357,26.55029
0,-0.01367188,-0.3149414,-0.9526367,-0.01403809,0.2115479,-0.05993652,-0.002685547,0.6247559,-0.708374,-56.15234,2.685547,16.17432,-17.45605,-11.90185,-2.990723,-59.02099,2.441406,16.11328
0,0.4274902,-0.5059814,-0.6772461,0.4411621,-0.19104,0.2753906,0.427124,0.02050781,0.2154541,17.27295,23.31543,5.798339,73.42529,20.62988,-10.37598,55.96924,8.728026,-13.3667
0,0.206543,-0.5344238,-0.7236328,-0.2209473,-0.02844238,-0.04638672,0.2202148,-0.2194824,0.2290039,-13.5498,-119.873,6.530761,-30.82275,-143.1885,0.7324219,42.60254,-122.5586,-9.643555
0,-0.04614258,-0.7526855,-0.6619873,-0.2526855,-0.2182617,0.06164551,-0.4736328,-0.2467041,0.01525879,-1.953125,-4.333496,4.150391,11.59668,115.5395,-2.380371,-19.22607,-27.64892,-1.647949
0,-0.3226318,-0.5217285,-0.7700195,-0.2764893,0.230957,-0.1080322,-0.5291748,0.01269531,-0.04638672,-41.19873,-41.74804,-3.234863,-39.2456,-37.41455,-7.385254,-27.64892,78.125,-9.765624
0,-0.06652832,-0.6240234,-0.9766846,0.2561035,-0.1022949,-0.206665,-0.02038574,0.1286621,-0.3146973,47.18017,90.6372,4.577637,88.3789,132.3852,7.8125,49.1333,94.9707,0.4272461
0,0.1778564,-0.6247559,-0.7128906,0.2443848,-0.000732422,0.2637939,0.5004883,-0.1030273,0.05712891,-7.507324,-14.16016,3.967285,-54.6875,-104.7974,-0.6103518,33.6914,27.58789,7.202148
0,0.1485596,-0.5959473,-0.7784424,-0.02929688,0.02880859,-0.06555176,0.2150879,0.02807617,0.1982422,-9.399414,1.525879,-4.943848,-1.89209,15.68603,-8.911133,-56.57959,-89.11132,-9.521484
0,0.1254883,-0.5302734,-0.7645264,-0.02307129,0.06567383,0.01391602,-0.05236816,0.09448242,-0.05163574,-3.784179,-5.187988,-0.3051758,5.615234,-6.713867,4.638672,3.723144,8.972168,-4.272461
0,0.126709,-0.510498,-0.8609619,0.001220703,0.01977539,-0.09643555,-0.02185059,0.08544922,-0.08251953,0.3051758,-13.24463,-2.258301,4.089355,-8.056641,-1.953125,9.70459,-14.77051,2.685547
0,0.2053223,-0.5334473,-1.040039,0.07861328,-0.02294922,-0.1790771,0.07983398,-0.003173828,-0.2755127,-27.89306,43.7622,-51.69677,-28.19824,57.00683,-49.43847,-24.10888,48.95019,-51.3916
0,0.2322998,-0.4520264,-0.8154297,0.02697754,0.0814209,0.2246094,0.1055908,0.05847168,0.04553223,6.591796,-4.211426,-12.146,34.48486,-47.97363,39.55078,6.286621,9.033202,-9.887694
0,0.2025146,-0.4608154,-0.8427734,-0.02978516,-0.008789063,-0.02734375,-0.002807617,0.07263184,0.1972656,2.624511,-1.464844,0.3662109,-3.967285,2.746582,12.51221,30.51758,-45.22705,52.06298
0,-0.01635742,-0.517334,-0.8222656,-0.2188721,-0.05651855,0.02050781,-0.2486572,-0.06530762,-0.006835938,17.51709,3.784179,19.104,14.89258,5.249023,18.73779,10.92529,7.995605,31.25
0,-0.2457275,-0.5147705,-0.8065186,-0.2293701,0.002563477,0.01574707,-0.4482422,-0.05395508,0.03625488,11.41357,-0.06103515,26.42822,-6.103517,-3.845215,7.324217,8.789062,1.403808,26.06201
0,-0.2821045,-0.5032959,-0.8017578,-0.03637695,0.01147461,0.004760742,-0.2657471,0.01403809,0.02050781,4.211426,0.9155272,-1.770019,-7.202147,0.9765624,-28.19824,-13.30566,-2.868652,-20.87402
0,-0.1998291,-0.4887695,-0.7701416,0.08227539,0.01452637,0.03161621,0.04589844,0.02600098,0.03637695,-20.93506,7.385253,-60.79101,-25.14648,6.469726,-59.02099,-32.34863,7.446289,-87.21923
0,0.04431152,-0.4787598,-0.8565674,0.2441406,0.01000977,-0.08642578,0.326416,0.02453613,-0.05480957,4.150391,-1.525879,-5.310058,25.08545,-8.911132,55.48095,-0.06103516,-2.441406,-3.540039
0,0.2269287,-0.4986572,-0.8586426,0.1826172,-0.01989746,-0.002075195,0.4267578,-0.009887695,-0.08850098,-2.01416,1.770019,-14.03808,-6.164551,3.295898,-8.728027,18.9209,-5.615234,46.75293
0,0.1827393,-0.4089355,-0.8582764,-0.04418945,0.08972168,0.000366211,0.1384277,0.06982422,-0.001708984,22.03369,3.295898,49.1333,24.04785,1.525879,63.17138,17.8833,4.821777,54.44336
0,-0.1538086,-0.3759766,-0.9234619,-0.3365479,0.03295898,-0.06518555,-0.3807373,0.1226807,-0.06481934,-19.47021,1.403808,53.6499,-41.50391,-1.89209,4.516602,-17.45605,-0.3662109,67.68798
0,-0.3461914,-0.3184814,-0.8713379,-0.1923828,0.05749512,0.05212402,-0.5289307,0.0904541,-0.01306152,-66.34521,-1.403808,52.30713,-46.875,-2.807617,-1.342773,-88.37891,-4.699707,3.173828
0,-0.3809814,0.1312256,-0.9216309,-0.03479004,0.449707,-0.05029297,-0.2271729,0.5072021,0.001831055,18.61572,-2.01416,-1.708984,84.96094,-0.6103517,-54.01611,38.08594,-3.417969,-55.35888
0,-0.1591797,-0.5330811,-0.9001465,0.2218018,-0.6643066,0.02148438,0.1870117,-0.2145996,-0.02880859,155.6396,-72.20459,-246.7041,137.0239,-70.19043,-244.9951,221.9849,-70.80078,-299.0112
0,0.05371094,-0.4102783,-0.8414307,0.2128906,0.1228027,0.05871582,0.4346924,-0.5415039,0.0802002,-1.831055,28.25928,-3.845215,-157.4707,100.4639,242.8589,-20.44678,30.27344,-2.13623
0,0.4140625,-0.4666748,-0.729126,0.3603516,-0.05639648,0.1123047,0.5732422,0.06640625,0.1710205,2.319336,1.647949,0.9765624,4.150391,-26.61133,4.821777,-153.3203,73.85254,247.6806
0,0.06335449,-0.37146,-0.8867188,-0.350708,0.09521484,-0.1575928,0.009643555,0.03881836,-0.04528809,33.08105,-151.3062,-39.61182,30.76172,-152.9541,-40.58838,34.91211,-179.5654,-35.7666
0,-0.2432861,-0.5306396,-0.75354,-0.3066406,-0.1591797,0.1331787,-0.6573486,-0.06396484,-0.02441406,50.96435,-66.28418,-6.347656,17.8833,85.02197,33.26416,48.64502,-67.93213,-7.324218
0,-0.3778076,-0.5976563,-0.6865234,-0.1345215,-0.0670166,0.0670166,-0.4411621,-0.2261963,0.2001953,-0.1220703,1.464844,-1.037598,-51.08642,67.74902,5.310058,-33.20313,152.771,38.57422
0,0.123291,-0.5053711,-0.8513184,0.5010986,0.09228516,-0.1647949,0.3665771,0.02526855,-0.09777832,-8.605957,-1.220703,14.09912,-8.483887,-2.685547,15.13672,-59.57031,65.06348,20.44678
0,0.01696777,-0.5837402,-0.7659912,-0.1063232,-0.07836914,0.08532715,0.3947754,0.01391602,-0.07946777,42.48046,4.089355,12.75635,51.08642,5.310059,-1.342773,42.60254,2.624512,13.79394
0,0.07763672,-0.8894043,-0.4197998,0.06066895,-0.3056641,0.3461914,-0.0456543,-0.3840332,0.4315186,1.098633,-1.831055,-1.159668,-41.38183,-5.92041,-13.91601,9.70459,-0.6103515,-15.25879
0,-0.006591797,-0.7579346,-0.6553955,-0.08422852,0.1314697,-0.2355957,-0.02355957,-0.1741943,0.1105957,-78.00293,-18.31055,1.464844,-79.10156,-16.47949,2.624512,-120.4834,-22.3999,-11.2915
0,0.01904297,-0.3741455,-0.9034424,0.02563477,0.3837891,-0.2480469,-0.05859375,0.5152588,-0.4836426,-0.06103515,0.3051758,-0.06103515,77.94189,18.61572,-1.525879,-1.159668,2.13623,1.098633
0,0.01696777,0.2702637,-0.9556885,-0.002075195,0.6444092,-0.05224609,0.02355957,1.028198,-0.300293,-64.20898,-9.277344,-5.981445,-64.14795,-9.58252,-5.92041,13.79395,9.033203,-7.446289
0,-0.01049805,0.244751,-0.9313965,-0.02746582,-0.0255127,0.02429199,-0.02954102,0.6188965,-0.0279541,122.8027,-32.77588,-3.784179,187.0117,-23.49854,2.197265,122.8638,-33.08105,-3.723144
0,-0.0670166,-0.5792236,-0.8049316,-0.05651855,-0.8239746,0.1264648,-0.08398438,-0.8494873,0.1507568,-0.7324218,1.89209,0.1220703,-123.5351,34.66797,3.90625,63.47656,11.16943,6.103515
0,-0.09997559,-0.7546387,-0.6723633,-0.03295898,-0.175415,0.1325684,-0.08947754,-0.9993896,0.2590332,111.2671,4.760742,-4.516602,111.9995,2.868652,-4.638672,-11.53564,37.53662,-0.7324221
0,-0.02050781,-0.9359131,-0.2436523,0.07946777,-0.1812744,0.4287109,0.04650879,-0.3566895,0.5612793,1.770019,-0.8544921,0,-109.4971,-5.615234,4.516602,2.502441,-2.746582,-0.1220703
0,-0.004394531,-0.4981689,-0.8787842,0.01611328,0.4377441,-0.6351318,0.09558105,0.2564697,-0.2064209,-27.09961,6.774902,-3.295898,-28.86963,7.629394,-3.295898,-138.3667,2.01416,1.220703
0,0.0637207,-0.1715088,-0.911377,0.06811523,0.3266602,-0.03259277,0.08422852,0.7644043,-0.6677246,-99.85351,32.59277,19.34814,-72.7539,25.81787,22.64404,-101.6235,33.44727,19.34814
0,0.02880859,0.3105469,-0.9291992,-0.03491211,0.4820557,-0.01782227,0.03320313,0.8087158,-0.05041504,-9.82666,-4.394531,-1.403808,90.02685,-36.9873,-20.75195,17.27295,-11.16943,1.89209
0,0.02954102,0.2718506,-0.9777832,0.000732422,-0.03869629,-0.04858398,-0.03417969,0.4433594,-0.06640625,1.953125,0.9155272,3.662109,11.77979,5.310059,5.065917,101.8066,-31.67725,-15.68604
0,0.1114502,-0.2098389,-0.9536133,0.08190918,-0.4816895,0.02416992,0.0826416,-0.5203857,-0.02441406,81.35986,8.178711,-15.25879,79.40673,7.263184,-18.9209,91.18652,12.57324,-13.85498
0,0.04199219,-0.482666,-0.8937988,-0.06945801,-0.2728271,0.05981445,0.01245117,-0.7545166,0.08398438,19.9585,-12.93945,-0.793457,-61.40136,-21.11816,14.46533,18.00537,-13.85498,-4.455566
0,0.50354,-0.6286621,-0.5756836,0.4615479,-0.1459961,0.3181152,0.3920898,-0.4188232,0.3779297,-5.92041,51.75781,-3.601074,-25.87891,64.69726,-2.807617,-87.28027,43.5791,11.65771
0,0.5360107,-0.5860596,-0.5220947,0.0324707,0.04260254,0.05358887,0.4940186,-0.1033936,0.3717041,-2.685547,4.821777,-0.3662109,3.234863,-46.93603,3.234863,-22.64404,17.76123,0.427246
0,0.4915771,-0.6341553,-0.5140381,-0.04443359,-0.0480957,0.008056641,-0.01196289,-0.005493164,0.06164551,-10.68115,-45.10498,-0.1220703,-7.995605,-49.92675,0.2441406,-4.760742,-96.86279,3.479004
0,0.09069824,-0.5131836,-0.8337402,-0.4008789,0.1209717,-0.3197021,-0.4453125,0.07287598,-0.3116455,0.6713867,-61.88964,-6.16455,11.35254,-16.78467,-6.04248,3.356933,-66.71143,-5.798339
0,-0.3438721,-0.7303467,-0.5762939,-0.4345703,-0.2171631,0.2574463,-0.8354492,-0.09619141,-0.06225586,-0.427246,-41.3208,-18.9209,-1.098633,20.56885,-12.75635,10.25391,3.78418,-18.79883
0,-0.2027588,-0.71875,-0.5317383,0.1411133,0.01159668,0.04455566,-0.293457,-0.2055664,0.302002,-35.21729,81.17675,33.44727,-34.79004,122.4975,52.36816,-35.88867,143.0664,39.61182
0,0.1748047,-0.55896,-0.8040771,0.3775635,0.15979,-0.2723389,0.5186768,0.1713867,-0.2277832,5.126953,-10.25391,-3.601074,40.34424,-91.43066,-37.04834,5.554199,31.06689,15.31982
0,-0.2817383,-0.6555176,-0.5616455,-0.456543,-0.09655762,0.2424316,-0.07897949,0.06323242,-0.02990723,27.70996,14.22119,67.07764,22.58301,24.4751,70.67871,62.92725,-66.95556,33.63037
1,-0.7647705,0.7028809,-0.2629395,-0.7647705,0.7028809,-0.2629395,-0.7647705,0.7028809,-0.2629395,-399.7802,6.896972,36.31592,-399.7802,6.896972,36.31592,-399.7802,6.896972,36.31592
1,-0.5727539,-0.1693115,0.8963623,0.1920166,-0.8721924,1.159302,-0.5727539,-0.1693115,0.8963623,0.5493164,-0.5493164,-6.469726,400.3296,-7.446289,-42.78564,0.5493164,-0.5493164,-6.469726
1,-0.904541,0.4506836,-0.526001,-0.3317871,0.6199951,-1.422363,-0.1397705,-0.2521973,-0.2630615,332.5805,93.9331,-88.80614,332.0312,94.48241,-82.33642,732.3608,87.03613,-125.1221
1,-0.5358887,-0.2253418,-0.8618164,0.3686523,-0.6760254,-0.3358154,0.03686523,-0.05603027,-1.758179,73.12012,-0.3662109,4.882813,-259.4604,-94.29931,93.68896,72.5708,0.1831055,11.35254
1,-0.5410156,0.1098633,0.7479248,-0.005126953,0.3352051,1.609741,0.3635254,-0.3408203,1.273926,80.62743,105.7129,-33.08105,7.507317,106.0791,-37.96387,-251.9531,11.77979,55.72509
1,-0.4265137,1.072388,0.2137451,0.114502,0.9625244,-0.5341797,0.109375,1.297729,1.075562,200.0732,-34.66797,-10.68115,119.4458,-140.3809,22.3999,126.9531,-34.30176,-15.56396
1,-0.550293,0.3110352,-0.8404541,-0.1237793,-0.7613525,-1.054199,-0.009277344,0.2011719,-1.588379,86.97509,-37.78076,-6.103515,-113.0981,-3.112793,4.577636,6.347656,-143.4937,26.97754
